,VarName,Value
0,A201.T,293.1500244140625
1,A201.T_start,293.1499938964844
2,A201.U,-56575700.0
3,A201.V,1203.0
4,A201.X_start[1],0.009999999776482582
5,A201.X_start[2],0.9900000095367432
6,A201.Xi[1],0.009999999776482582
7,A201.allowFlowReversal,1.0
8,A201.energyDynamics,2.0
9,A201.heatPort.Q_flow,-26558.111328125
10,A201.heatPort.T,293.1500244140625
11,A201.m,1445.598388671875
12,A201.mSenFac,1.0
13,A201.mXi[1],14.45598316192627
14,A201.m_flow_nominal,0.0010000000474974513
15,A201.m_flow_small,1.0000000116860974e-07
16,A201.massDynamics,2.0
17,A201.nPorts,2.0
18,A201.p,101465.2578125
19,A201.p_start,101325.0
20,A201.ports[1].Xi_outflow[1],0.009999999776482582
21,A201.ports[1].h_outflow,45300.97265625
22,A201.ports[1].m_flow,1.2707741260528564
23,A201.ports[1].p,101465.2578125
24,A201.ports[2].Xi_outflow[1],0.009999999776482582
25,A201.ports[2].h_outflow,45300.97265625
26,A201.ports[2].m_flow,-1.2735037803649902
27,A201.ports[2].p,101465.2578125
28,A201.prescribedHeatFlowRate,0.0
29,A201.simplify_mWat_flow,1.0
30,A201.substanceDynamics,2.0
31,A201.traceDynamics,2.0
32,A201.use_C_flow,0.0
33,A301.T,293.1500244140625
34,A301.T_start,293.1499938964844
35,A301.U,-42157708.0
36,A301.V,897.0
37,A301.X_start[1],0.009999999776482582
38,A301.X_start[2],0.9900000095367432
39,A301.Xi[1],0.009999999776482582
40,A301.allowFlowReversal,1.0
41,A301.energyDynamics,2.0
42,A301.heatPort.Q_flow,-20943.107421875
43,A301.heatPort.T,293.1500244140625
44,A301.m,1077.1956787109375
45,A301.mSenFac,1.0
46,A301.mXi[1],10.771957397460938
47,A301.m_flow_nominal,0.0010000000474974513
48,A301.m_flow_small,1.0000000116860974e-07
49,A301.massDynamics,2.0
50,A301.nPorts,6.0
51,A301.p,101399.90625
52,A301.p_start,101325.0
53,A301.ports[1].Xi_outflow[1],0.009999999776482582
54,A301.ports[1].h_outflow,45300.96484375
55,A301.ports[1].m_flow,0.9930668473243713
56,A301.ports[1].p,101399.90625
57,A301.ports[2].Xi_outflow[1],0.009999999776482582
58,A301.ports[2].h_outflow,45300.96484375
59,A301.ports[2].m_flow,0.16984295845031738
60,A301.ports[2].p,101399.90625
61,A301.ports[3].Xi_outflow[1],0.009999999776482582
62,A301.ports[3].h_outflow,45300.96484375
63,A301.ports[3].m_flow,0.0
64,A301.ports[3].p,101399.90625
65,A301.ports[4].Xi_outflow[1],0.009999999776482582
66,A301.ports[4].h_outflow,45300.96484375
67,A301.ports[4].m_flow,0.0
68,A301.ports[4].p,101399.90625
69,A301.ports[5].Xi_outflow[1],0.009999999776482582
70,A301.ports[5].h_outflow,45300.96484375
71,A301.ports[5].m_flow,0.3395748436450958
72,A301.ports[5].p,101399.90625
73,A301.ports[6].Xi_outflow[1],0.009999999776482582
74,A301.ports[6].h_outflow,45300.96484375
75,A301.ports[6].m_flow,-1.5023815631866455
76,A301.ports[6].p,101399.90625
77,A301.prescribedHeatFlowRate,0.0
78,A301.simplify_mWat_flow,1.0
79,A301.substanceDynamics,2.0
80,A301.traceDynamics,2.0
81,A301.use_C_flow,0.0
82,A302.T,293.1500244140625
83,A302.T_start,293.1499938964844
84,A302.U,-161486208.0
85,A302.V,3436.0
86,A302.X_start[1],0.009999999776482582
87,A302.X_start[2],0.9900000095367432
88,A302.Xi[1],0.009999999776482582
89,A302.allowFlowReversal,1.0
90,A302.energyDynamics,2.0
91,A302.heatPort.Q_flow,-31832.150390625
92,A302.heatPort.T,293.1500244140625
93,A302.m,4126.2275390625
94,A302.mSenFac,1.0
95,A302.mXi[1],41.26227569580078
96,A302.m_flow_nominal,0.0010000000474974513
97,A302.m_flow_small,1.0000000116860974e-07
98,A302.massDynamics,2.0
99,A302.nPorts,9.0
100,A302.p,101399.40625
101,A302.p_start,101325.0
102,A302.ports[1].Xi_outflow[1],0.009999999776482582
103,A302.ports[1].h_outflow,45300.9765625
104,A302.ports[1].m_flow,1.5076955556869507
105,A302.ports[1].p,101399.40625
106,A302.ports[2].Xi_outflow[1],0.009999999776482582
107,A302.ports[2].h_outflow,45300.9765625
108,A302.ports[2].m_flow,-0.16984295845031738
109,A302.ports[2].p,101399.40625
110,A302.ports[3].Xi_outflow[1],0.009999999776482582
111,A302.ports[3].h_outflow,45300.9765625
112,A302.ports[3].m_flow,-0.0
113,A302.ports[3].p,101399.40625
114,A302.ports[4].Xi_outflow[1],0.009999999776482582
115,A302.ports[4].h_outflow,45300.9765625
116,A302.ports[4].m_flow,0.0
117,A302.ports[4].p,101399.40625
118,A302.ports[5].Xi_outflow[1],0.009999999776482582
119,A302.ports[5].h_outflow,45300.9765625
120,A302.ports[5].m_flow,0.016610162332654
121,A302.ports[5].p,101399.40625
122,A302.ports[6].Xi_outflow[1],0.009999999776482582
123,A302.ports[6].h_outflow,45300.9765625
124,A302.ports[6].m_flow,0.0
125,A302.ports[6].p,101399.40625
126,A302.ports[7].Xi_outflow[1],0.009999999776482582
127,A302.ports[7].h_outflow,45300.9765625
128,A302.ports[7].m_flow,0.1536863148212433
129,A302.ports[7].p,101399.40625
130,A302.ports[8].Xi_outflow[1],0.009999999776482582
131,A302.ports[8].h_outflow,45300.9765625
132,A302.ports[8].m_flow,-0.7039146423339844
133,A302.ports[8].p,101399.40625
134,A302.ports[9].Xi_outflow[1],0.009999999776482582
135,A302.ports[9].h_outflow,45300.9765625
136,A302.ports[9].m_flow,-0.8036527633666992
137,A302.ports[9].p,101399.40625
138,A302.prescribedHeatFlowRate,0.0
139,A302.simplify_mWat_flow,1.0
140,A302.substanceDynamics,2.0
141,A302.traceDynamics,2.0
142,A302.use_C_flow,0.0
143,A303.T,293.1500549316406
144,A303.T_start,293.1499938964844
145,A303.U,-155893216.0
146,A303.V,3317.0
147,A303.X_start[1],0.009999999776482582
148,A303.X_start[2],0.9900000095367432
149,A303.Xi[1],0.009999999776482582
150,A303.allowFlowReversal,1.0
151,A303.energyDynamics,2.0
152,A303.heatPort.Q_flow,-57089.23046875
153,A303.heatPort.T,293.1500549316406
154,A303.m,3983.320556640625
155,A303.mSenFac,1.0
156,A303.mXi[1],39.83320617675781
157,A303.m_flow_nominal,0.0010000000474974513
158,A303.m_flow_small,1.0000000116860974e-07
159,A303.massDynamics,2.0
160,A303.nPorts,8.0
161,A303.p,101399.3515625
162,A303.p_start,101325.0
163,A303.ports[1].Xi_outflow[1],0.009999999776482582
164,A303.ports[1].h_outflow,45301.00390625
165,A303.ports[1].m_flow,2.7059147357940674
166,A303.ports[1].p,101399.3515625
167,A303.ports[2].Xi_outflow[1],0.009999999776482582
168,A303.ports[2].h_outflow,45301.00390625
169,A303.ports[2].m_flow,-0.0
170,A303.ports[2].p,101399.3515625
171,A303.ports[3].Xi_outflow[1],0.009999999776482582
172,A303.ports[3].h_outflow,45301.00390625
173,A303.ports[3].m_flow,-0.3395748436450958
174,A303.ports[3].p,101399.3515625
175,A303.ports[4].Xi_outflow[1],0.009999999776482582
176,A303.ports[4].h_outflow,45301.00390625
177,A303.ports[4].m_flow,0.03433515876531601
178,A303.ports[4].p,101399.3515625
179,A303.ports[5].Xi_outflow[1],0.009999999776482582
180,A303.ports[5].h_outflow,45301.00390625
181,A303.ports[5].m_flow,0.0
182,A303.ports[5].p,101399.3515625
183,A303.ports[6].Xi_outflow[1],0.009999999776482582
184,A303.ports[6].h_outflow,45301.00390625
185,A303.ports[6].m_flow,0.3074950575828552
186,A303.ports[6].p,101399.3515625
187,A303.ports[7].Xi_outflow[1],0.009999999776482582
188,A303.ports[7].h_outflow,45301.00390625
189,A303.ports[7].m_flow,0.0
190,A303.ports[7].p,101399.3515625
191,A303.ports[8].Xi_outflow[1],0.009999999776482582
192,A303.ports[8].h_outflow,45301.00390625
193,A303.ports[8].m_flow,-2.707611560821533
194,A303.ports[8].p,101399.3515625
195,A303.prescribedHeatFlowRate,0.0
